Question,Answer
What is the significance of the spacing between individual light sources when checking the danger zone active warning light groups?,The spacing between individual light sources is crucial when checking the danger zone active warning light groups to ensure both groups are on and functioning properly.
How often should the Robot and sensors be cleaned according to the given preventive maintenance instructions?,The frequency of cleaning depends on the work environment.
What tools and parts are required to clean the Robot and sensors?,"Tools and parts required: 
- Sponge 
- Water 
- Glass cleaner (non-corrosive) 
- Isopropanol or ethanol 
- Soft cloth 
- Compressed air"
Why should the battery be attached to the Robot when cleaning?,The battery must be attached to the Robot to avoid water entering the battery connector or the Robot.
What precaution should be taken while cleaning the Robot to avoid damaging its components?,Do not use high pressure water to clean the Robot. High pressure water can damage the Robot components.
How should the glass sensor covers be cleaned if there is dust or sand on them?,Notice: Do not use a cloth if there is dust or sand on glass sensor covers. Particles may scratch the glass sensor covers when wiped with a cloth.
How should Isopropanol or ethanol be used for cleaning the Robot?,Isopropanol or ethanol can be used to remove heavy soiling from glass sensor covers.
"In case of observing any damage to the Robot or sensors during cleaning, what action should be taken?","If any damage to the Robot or sensors is observed during cleaning, stop using the Robot immediately. To schedule a repair, contact customer service."
What items are required to clean the fans and fan guards of the Robot?,Soft brush and Soft cloth
What should be done if the heat sinks are excessively dirty or blocked during the cleaning process?,"Visually inspect the heat sinks. If they are found to be excessively dirty or blocked, contact customer service for assistance."
How should the Robot docking socket be cleaned according to the maintenance instructions?,"To clean the Robot docking socket: 
1. Ensure that the Robot is turned off. 
2. Disconnect the battery charger. 
3. Disconnect the Robot from the docking station. 
4. Turn the Robot over to give access to the docking socket. 
5. Using a soft brush, remove any debris from the docking socket. 
6. Using a damp cloth or a sponge, carefully clean the docking socket."
How should you clean the Robot docking station according to the manual?,"To clean the Robot docking station, follow these steps: 
1. Turn off the power to the docking station.
2. Disconnect the docking station from the Robot.
3. Disconnect the docking station from the battery charger.
4. Using a soft brush, remove any debris from the docking station.
5. Using a damp cloth or a sponge, carefully clean the cone of the docking station.
6. Using a soft dry cloth, carefully dry the docking station.
7. Connect the docking station to the battery charger."
Why should high pressure water not be used to clean the docking station?,High pressure water can damage the docking station if used to clean it.
What parts of the Robot are recommended to be replaced periodically?,"Some parts of the Robot that may have to be replaced periodically are: 
- Robot top shell
- Robot bottom shell
- Robot protectors
- Rollover bar
- Hoist points"
What precaution should be taken while replacing the Robot top shell?,Caution should be taken not to operate the Robot without the top shell fitted and not to alter or adjust any internal components while replacing the top shell.
What tools and parts are required to replace the Robot top shell?,"The tools and parts required to replace the Robot top shell are: 
- Replacement top shell
- 3 mm Allen key (torque 0.8 Nm)
- Loctite??222"
How many M4 screws are needed for the Robot top shell replacement?,There are 4 M4 screws required for the Robot top shell replacement.
How should the M4 screws of the top shell be tightened during replacement?,"Using a 3 mm Allen key, tighten the M4 screws to 0.8 Nm."
"What part of the Robot provides protection for the underside and battery, and must be replaced if damaged?","The Robot bottom shell provides protection for the underside and battery, and must be replaced if damaged."
What is the procedure for replacing the Robot bottom shell?,The procedure for replacing the Robot bottom shell is the same as the procedure used for accessing and inserting the battery.
What should be done if damage to the protectors is observed?,"If damage to the protectors is observed, they must be replaced immediately to prevent damage to the Robot."
What tools are required to replace the Robot protectors?,The tools required to replace the Robot protectors are a 3 mm Allen key and Loctite??243.
What is the torque needed to tighten the M4 screws when replacing the Robot protectors?,The torque needed to tighten the M4 screws when replacing the Robot protectors is 2.3 Nm.
How should you determine if the Robot foot needs replacement?,"You should determine if the Robot foot needs replacement by measuring the distance between the edge of the screw hole and the border of the worn sole. If it is more than 22 mm, the sole should be replaced."
What is the torque specification for tightening the screws when replacing the Robot foot?,The torque specification for tightening the screws when replacing the Robot foot is 4.8 Nm.
"When replacing the Robot protectors, what should be done after applying Loctite??243 to the M4 screws?","After applying Loctite??243 to the M4 screws when replacing the Robot protectors, you should tighten the screws using a 3 mm Allen key."
How can you reset the Robot emergency stop if required after replacing the protectors?,You can reset the Robot emergency stop by inserting the battery back into the Robot.
What should be inspected regularly and replaced if necessary in the Robot maintenance?,The Robot feet should be inspected regularly and replaced if necessary in the Robot maintenance.
What is the purpose of the rubber 'O' ring in the Replacement Robot foot?,The rubber 'O' ring in the Replacement Robot foot helps provide a seal and prevent leaks.
Which Robot protectors are mentioned as part of the replacement process?,"The Robot protectors mentioned in the replacement process are the inside knee protector, outside knee protector, hip joint protector, and inspection payload protector."
How is the frequency of replacing the Robot feet determined in the maintenance process?,"The frequency of replacing the Robot feet is determined based on the wear level of the sole, as indicated by the distance between the screw hole edge and the worn sole border."
